company,rank,rank_change,revenue,profit,num of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
PG&E,168,-8.0,20642.0,-102.0,26000.0,Energy,San Francisco,CA,no,no,yes,no,160.0,Patricia K. Poppe,https://www.pgecorp.com,PCG,29433.7
Carrier Global,169,2.0,20613.0,1664.0,58000.0,Industrials,Palm Beach Gardens,FL,no,no,no,yes,171.0,David L. Gitlin,https://www.corporate.carrier.com,CARR,39127.4
Baker Hughes,170,-30.0,20502.0,-219.0,54000.0,Energy,Houston,TX,no,no,no,no,140.0,Lorenzo Simonelli,https://www.bakerhughes.com,BKR,37410.2
Cleveland-Cliffs,171,0.0,20444.0,2988.0,26000.0,Materials,Cleveland,OH,yes,no,no,yes, ,C. Lourenco Goncalves,https://www.clevelandcliffs.com,CLF,16891.2
United States Steel,172,138.0,20275.0,4174.0,24540.0,Materials,Pittsburgh,PA,no,no,no,yes,310.0,David B. Burritt,https://www.ussteel.com,X,9832.3
Becton Dickinson,173,4.0,20248.0,2092.0,75000.0,Health Care,Franklin Lakes,NJ,no,no,no,yes,177.0,Thomas E. Polen,https://www.bd.com,BDX,75749.1
CarMax,174,-38.0,20092.1,746.9,26889.0,Retailing,Richmond,VA,no,no,no,yes,136.0,William D. Nash,www.carmax.com,KMX,15305
Sherwin-Williams,175,-13.0,19944.6,1864.4,61626.0,Chemicals,Cleveland,OH,no,no,no,yes,162.0,John G. Morikis,https://www.sherwin-williams.com,SHW,65037.9
Builders FirstSource,176,174.0,19893.9,1725.4,28000.0,Materials,Dallas,TX,no,no,no,yes,350.0,David Flitman,https://www.bldr.com,BLDR,9205
Marsh & McLennan,177,-2.0,19820.0,3143.0,83000.0,Financials,New York,NY,no,no,no,yes,175.0,Daniel S. Glaser,https://www.marshmclennan.com,MMC,85681.3
PNC Financial Services Group,178,-58.0,19698.0,5674.0,58547.0,Financials,Pittsburgh,PA,no,no,no,yes,120.0,William S. Demchak,https://www.pnc.com,PNC,77203.4
Lumen Technologies,179,-40.0,19687.0,2033.0,36000.0,Telecommunications,Monroe,LA,no,no,no,yes,139.0,Jeffrey K. Storey,https://www.lumen.com,LUMN,11533.4
Avnet,180,-12.0,19534.7,193.1,14500.0,Wholesalers,Phoenix,AZ,no,no,no,yes,168.0,Philip R. Gallagher,https://www.avnet.com,AVT,4016.9
Tenet Healthcare,181,-14.0,19485.0,914.0,88968.0,Health Care,Dallas,TX,no,no,no,yes,167.0,Saumya Sutaria,https://www.tenethealth.com,THC,9387.6
Kimberly-Clark,182,-24.0,19440.0,1814.0,45000.0,Household Products,Irving,TX,no,no,no,yes,158.0,Michael D. Hsu,https://www.kimberly-clark.com,KMB,41496.1
Kohl's,183,12.0,19433.0,938.0,67000.0,Retailing,Menomonee Falls,WI,no,no,yes,yes,195.0,Michelle D. Gass,https://www.kohls.com,KSS,7774.6
BlackRock,184,8.0,19374.0,5901.0,18400.0,Financials,New York,NY,no,no,no,yes,192.0,Laurence D. Fink,https://www.blackrock.com,BLK,116186.2
Jones Lang LaSalle,185,1.0,19367.0,961.6,98200.0,Financials,Chicago,IL,no,no,no,yes,186.0,Christian Ulbrich,https://www.jll.com,JLL,11945.5
Lear,186,-7.0,19263.1,373.9,160100.0,Motor Vehicles & Parts,Southfield,MI,no,no,no,yes,179.0,Raymond E. Scott,https://www.lear.com,LEA,8513.1
Lincoln National,187,-15.0,19230.0,1405.0,10848.0,Financials,Radnor,PA,no,no,yes,yes,172.0,Ellen G. Cooper,https://www.lfg.com,LNC,11271.6
Charles Schwab,188,63.0,18996.0,5855.0,33400.0,Financials,Westlake,TX,no,no,no,yes,251.0,Walter W. Bettinger II,https://www.aboutschwab.com,SCHW,159675.9
Ross Stores,189,53.0,18916.2,1722.6,100000.0,Retailing,Dublin,CA,no,no,yes,yes,242.0,Barbara Rentler,https://www.rossstores.com,ROST,31741.7
Mastercard,190,11.0,18884.0,8687.0,24000.0,Business Services,Purchase,NY,no,no,no,yes,201.0,Michael Miebach,https://www.mastercard.com,MA,349330.5
Genuine Parts,191,-18.0,18870.5,898.8,52000.0,Wholesalers,Atlanta,GA,no,no,no,yes,173.0,Paul D. Donahue,https://www.genpt.com,GPC,17888.1
WestRock,192,-22.0,18746.1,838.3,49900.0,Materials,Atlanta,GA,no,no,no,yes,170.0,David B. Sewell,https://www.westrock.com,WRK,12379
EOG Resources,193,92.0,18642.0,4664.0,2800.0,Energy,Houston,TX,no,no,no,yes,285.0,Ezra Y. Yacob,https://www.eogresources.com,EOG,69796
Cognizant Technology Solutions,194,-9.0,18507.0,2137.0,330600.0,Technology,Teaneck,NJ,no,no,no,yes,185.0,Brian Humphries,https://www.cognizant.com,CTSH,47035
Moderna,195,0.0,18471.0,12202.0,2700.0,Health Care,Cambridge,MA,yes,no,no,yes, ,Stephane Bancel,https://www.modernatx.com,MRNA,69424.3
Steel Dynamics,196,123.0,18408.9,3214.1,10640.0,Materials,Fort Wayne,IN,no,yes,no,yes,319.0,Mark D. Millett,https://www.steeldynamics.com,STLD,15811.5
HF Sinclair,197,82.0,18389.1,558.3,4208.0,Energy,Dallas,TX,no,no,no,yes,279.0,Michael C. Jennings,https://www.hfsinclair.com,DINO,8895.8
Texas Instruments,198,12.0,18344.0,7769.0,31000.0,Technology,Dallas,TX,no,no,no,yes,210.0,Richard K. Templeton,https://www.ti.com,TXN,169329.6
Emerson Electric,199,-18.0,18236.0,2303.0,86700.0,Industrials,St. Louis,MO,no,no,no,yes,181.0,S. L. Karsanbhai,https://www.emerson.com,EMR,58241.7
WESCO International,200,45.0,18217.5,465.4,18000.0,Wholesalers,Pittsburgh,PA,no,no,no,yes,245.0,John J. Engel,https://www.wesco.com,WCC,6598.5
General Mills,201,-32.0,18127.0,2339.8,35000.0,"Food, Beverages & Tobacco",Minneapolis,MN,no,no,no,yes,169.0,Jeffrey L. Harmening,https://www.generalmills.com,GIS,40781.8
Tenneco,202,-3.0,18035.0,35.0,71000.0,Motor Vehicles & Parts,Lake Forest,IL,no,no,no,yes,199.0,Brian J. Kesseler,https://www.tenneco.com,TEN,1523
Waste Management,203,-1.0,17931.0,1816.0,48500.0,Business Services,Houston,TX,no,no,no,yes,202.0,James C. Fish Jr.,https://www.wm.com,WM,65802.8
Viatris,204,50.0,17886.3,-1269.1,37000.0,Health Care,Canonsburg,PA,no,no,no,no,254.0,Michael Goettler,https://www.viatris.com,VTRS,13160.2
DISH Network,205,-8.0,17881.1,2410.6,14500.0,Telecommunications,Englewood,CO,no,no,no,yes,197.0,W. Erik Carlson,https://www.dish.com,DISH,16743.1
L3Harris Technologies,206,-43.0,17814.0,1846.0,47000.0,Aerospace & Defense,Melbourne,FL,no,no,no,yes,163.0,Christopher E. Kubasik,https://www.l3harris.com,LHX,47969.6
DXC Technology,207,-55.0,17729.0,-149.0,134000.0,Technology,Tysons,VA,no,no,no,no,152.0,Michael J. Salvino,https://www.dxc.technology,DXC,7977.3
Block,208,115.0,17661.2,166.3,8521.0,Business Services,San Francisco,CA,no,yes,no,yes,323.0,Jack Dorsey,https://www.block.xyz,SQ,78655.9
Goodyear Tire & Rubber,209,37.0,17478.0,764.0,72000.0,Motor Vehicles & Parts,Akron,OH,no,no,no,yes,246.0,Richard J. Kramer,https://www.goodyear.com,GT,4029.3
Uber Technologies,210,71.0,17455.0,-496.0,29300.0,Technology,San Francisco,CA,no,no,no,no,281.0,Dara Khosrowshahi,https://www.uber.com,UBER,69753
Colgate-Palmolive,211,-23.0,17421.0,2166.0,33800.0,Household Products,New York,NY,no,no,no,yes,188.0,Noel R. Wallace,https://www.colgatepalmolive.com,CL,63742.2
Stanley Black & Decker,212,-3.0,17252.7,1689.2,71300.0,Household Products,New Britain,CT,no,no,no,yes,209.0,Donald Allan Jr.,https://www.stanleyblackanddecker.com,SWK,22843.3
DuPont,213,-69.0,17160.0,6467.0,28000.0,Chemicals,Wilmington,DE,no,no,no,yes,144.0,Edward D. Breen,https://www.dupont.com,DD,37739.7
Stryker,214,-2.0,17108.0,1994.0,46000.0,Health Care,Kalamazoo,MI,no,no,no,yes,212.0,Kevin A. Lobo,https://www.stryker.com,SYK,100978.1
NextEra Energy,215,-49.0,17069.0,3573.0,15000.0,Energy,Juno Beach,FL,no,no,no,yes,166.0,John W. Ketchum,https://www.nexteraenergy.com,NEE,166264.1
Targa Resources,216,148.0,16949.8,71.2,2430.0,Energy,Houston,TX,no,no,no,yes,364.0,Matthew J. Meloy,https://www.targaresources.com,TRGP,17243.8
Western Digital,217,-35.0,16922.0,821.0,65600.0,Technology,San Jose,CA,no,no,no,yes,182.0,David V. Goeckeler,https://www.westerndigital.com,WDC,15536.4
PPG Industries,218,2.0,16802.0,1439.0,49300.0,Chemicals,Pittsburgh,PA,no,no,no,yes,220.0,Michael H. McGarry,https://www.ppg.com,PPG,30951.9
American Electric Power,219,-15.0,16792.0,2488.1,16688.0,Energy,Columbus,OH,no,no,no,yes,204.0,Nicholas K. Akins,https://www.aep.com,AEP,50338.6
Gap,220,1.0,16670.0,256.0,97000.0,Retailing,San Francisco,CA,no,no,no,yes,221.0,Bobby L. Martin,https://www.gapinc.com,GPS,5206.6
BJ&#8217;s Wholesale Club,221,-23.0,16667.3,426.7,34000.0,Retailing,Westborough,MA,no,no,no,yes,198.0,Robert W. Eddy,https://www.bjs.com,BJ,9146.9
Reinsurance Group of America,222,-15.0,16658.0,617.0,3500.0,Financials,Chesterfield,MO,no,no,yes,yes,207.0,Anna Manning,https://www.rgare.com,RGA,7354.6
Kinder Morgan,223,39.0,16610.0,1784.0,10529.0,Energy,Houston,TX,no,no,no,yes,262.0,Steven J. Kean,https://www.kindermorgan.com,KMI,42878.1
Oneok,224,127.0,16540.3,1499.7,2847.0,Energy,Tulsa,OK,no,no,no,yes,351.0,Pierce H. Norton II,https://www.oneok.com,OKE,31516
Expeditors Intl. of Washington,225,74.0,16523.5,1415.5,19070.0,Transportation,Seattle,WA,no,no,no,yes,299.0,Jeffrey Musser,https://www.expeditors.com,EXPD,15051
Advanced Micro Devices,226,83.0,16434.0,3162.0,15500.0,Technology,Santa Clara,CA,no,no,yes,yes,309.0,Lisa Su,https://www.amd.com,AMD,93566
Fiserv,227,-22.0,16226.0,1334.0,44000.0,Business Services,Brookfield,WI,no,no,no,yes,205.0,Frank J. Bisignano,https://www.fiserv.com,FISV,66132.8
Estée Lauder,228,-15.0,16215.0,2870.0,53320.0,Household Products,New York,NY,no,no,no,yes,213.0,Fabrizio Freda,https://www.elcompanies.com,EL,97672.1
Bank of New York Mellon,229,-49.0,16158.0,3759.0,49100.0,Financials,New York,NY,no,no,no,yes,180.0,Robin Vince,https://www.bnymellon.com,BK,40056.7
Laboratory Corp. of America,230,-12.0,16120.9,2377.3,71725.0,Health Care,Burlington,NC,no,no,no,yes,218.0,Adam H. Schechter,https://www.labcorp.com,LH,24625.8
Regeneron Pharmaceuticals,231,123.0,16071.7,8075.3,10368.0,Health Care,Tarrytown,NY,no,yes,no,yes,354.0,Leonard Schleifer,https://www.regeneron.com,REGN,80226
Land O'Lakes,232,-13.0,15916.4,287.4,9000.0,"Food, Beverages & Tobacco",Arden Hills,MN,no,no,yes,yes,219.0,Beth E. Ford,https://www.landolakesinc.com,,
Cheniere Energy,233,95.0,15864.0,-2343.0,1550.0,Energy,Houston,TX,no,no,no,no,328.0,Jack A. Fusco,https://www.cheniere.com,LNG,35272.3
Southwest Airlines,234,102.0,15790.0,977.0,55093.0,Transportation,Dallas,TX,no,no,no,yes,336.0,Robert E. Jordan,https://www.southwest.com,LUV,27129.3
Adobe,235,-1.0,15785.0,4822.0,25988.0,Technology,San Jose,CA,no,no,no,yes,234.0,Shantanu Narayen,https://www.adobe.com,ADBE,215280.5
Synchrony Financial,236,-49.0,15752.0,4221.0,18000.0,Financials,Stamford,CT,no,no,no,yes,187.0,Brian D. Doubles,https://www.synchronyfinancial.com,SYF,18145.5
Corteva,237,-23.0,15655.0,1759.0,21000.0,"Food, Beverages & Tobacco",Indianapolis,IN,no,no,no,yes,214.0,Charles V. Magro,https://www.corteva.com,CTVA,41774.9
Fidelity National Financial,238,50.0,15643.0,2422.0,28290.0,Financials,Jacksonville,FL,no,no,no,yes,288.0,Michael Nolan,https://www.fnf.com,FNF,10569
DTE Energy,239,11.0,15369.0,907.0,10300.0,Energy,Detroit,MI,no,no,no,yes,250.0,Gerardo Norcia,https://www.dteenergy.com,DTE,25614.6
Murphy USA,240,82.0,15318.8,396.9,10430.0,Retailing,El Dorado,AR,no,no,no,yes,322.0,R. Andrew Clyde,https://www.murphyusa.com,MUSA,4888.6
Halliburton,241,-30.0,15295.0,1457.0,40000.0,Energy,Houston,TX,no,no,no,yes,211.0,Jeffrey A. Miller,https://www.halliburton.com,HAL,34028.9
Automatic Data Processing,242,-34.0,15005.4,2598.5,56000.0,Business Services,Roseland,NJ,no,no,no,yes,208.0,Carlos A. Rodriguez,https://www.adp.com,ADP,95577.1
Edison International,243,-17.0,14905.0,759.0,13003.0,Energy,Rosemead,CA,no,no,no,yes,226.0,Pedro J. Pizarro,https://www.edisoninvestor.com,EIX,26693.8
BorgWarner,244,51.0,14838.0,537.0,49300.0,Motor Vehicles & Parts,Auburn Hills,MI,no,no,no,yes,295.0,Frederic B. Lissalde,https://www.borgwarner.com,BWA,9335
Nordstrom,245,44.0,14789.0,178.0,72000.0,Retailing,Seattle,WA,no,no,no,yes,289.0,Erik B. Nordstrom,https://www.nordstrom.com,JWN,4321.3
Loews,246,-7.0,14657.0,1578.0,10340.0,Financials,New York,NY,no,no,no,yes,239.0,James S. Tisch,https://www.loews.com,L,15971.3
Guardian Life Ins. Co. of America,247,-20.0,14647.8,288.8,9150.0,Financials,New York,NY,no,no,no,yes,227.0,Andrew J. McMahon,https://www.guardianlife.com,,
Pioneer Natural Resources,248,180.0,14643.0,2118.0,1932.0,Energy,Irving,TX,no,no,no,yes,428.0,Scott D. Sheffield,https://www.pxd.com,PXD,60728.3
AutoZone,249,-11.0,14629.6,2170.3,85050.0,Retailing,Memphis,TN,no,no,no,yes,238.0,William C. Rhodes III,https://www.autozone.com,AZO,40582.6
Lam Research,250,54.0,14626.2,3908.5,14100.0,Technology,Fremont,CA,no,no,no,yes,304.0,Timothy M. Archer,https://www.lamresearch.com,LRCX,74996.7
American Family Insurance Group,251,-19.0,14611.9,734.5,13590.0,Financials,Madison,WI,no,no,no,yes,232.0,William Westrate,https://www.amfam.com,,
Illinois Tool Works,252,-12.0,14455.0,2694.0,45000.0,Industrials,Glenview,IL,no,no,no,yes,240.0,E. Scott Santi,https://www.itw.com,ITW,65311.9
Parker-Hannifin,253,-30.0,14347.6,1746.1,54640.0,Industrials,Cleveland,OH,no,no,no,yes,223.0,Thomas L. Williams,https://www.parker.com,PH,36456.8
Otis Worldwide,254,-18.0,14298.0,1246.0,70000.0,Industrials,Farmington,CT,no,no,yes,yes,236.0,Judith F. Marks,https://www.otis.com,OTIS,32700.9
Omnicom Group,255,-26.0,14289.4,1407.8,71700.0,Business Services,New York,NY,no,no,no,yes,229.0,John D. Wren,https://www.omnicomgroup.com,OMC,17565.7
Principal Financial,256,-50.0,14262.7,1710.6,18600.0,Financials,Des Moines,IA,no,no,no,yes,206.0,Daniel J. Houston,https://www.principal.com,PFG,19176.7
Dominion Energy,257,-64.0,14218.0,3288.0,17100.0,Energy,Richmond,VA,no,no,no,yes,193.0,Robert M. Blue,https://www.dominionenergy.com,D,68883
Kellogg,258,-36.0,14181.0,1488.0,31000.0,"Food, Beverages & Tobacco",Battle Creek,MI,no,no,no,yes,222.0,Steven A. Cahillane,https://www.kelloggcompany.com,K,21890.2
Fluor,259,-63.0,14156.8,-440.2,40582.0,Engineering & Construction,Irving,TX,no,no,no,no,196.0,David E. Constable,https://www.fluor.com,FLR,4051.7
AECOM,260,-71.0,14112.4,173.2,51000.0,Engineering & Construction,Dallas,TX,no,no,no,yes,189.0,W. Troy Rudd,https://www.aecom.com,ACM,10856.5
Reliance Steel & Aluminum,261,82.0,14093.3,1413.0,13950.0,Materials,Los Angeles,CA,no,no,no,yes,343.0,James D. Hoffman,https://www.rsac.com,RS,11313.5
Jacobs Engineering Group,262,-37.0,14092.6,477.0,53500.0,Engineering & Construction,Dallas,TX,no,no,no,yes,225.0,Steven J. Demetriou,https://www.jacobs.com,J,17807.4
Corning,263,14.0,14082.0,1906.0,61200.0,Industrials,Corning,NY,no,no,no,yes,277.0,Wendell P. Weeks,https://www.corning.com,GLW,31212.8
Farmers Insurance Exchange,264,-8.0,14055.0,-366.8,11787.0,Financials,Woodland Hills,CA,no,no,no,no,256.0,Jeffrey J. Dailey,https://www.farmers.com,,
Qurate Retail,265,-49.0,14044.0,340.0,26745.0,Retailing,Englewood,CO,no,no,no,yes,216.0,David L. Rawlinson II,https://www.qurateretail.com,QRTEA,1807.4
Pacific Life,266,37.0,13936.0,1102.0,3861.0,Financials,Newport Beach,CA,no,no,no,yes,303.0,Darryl Button,https://www.pacificlife.com,,
PulteGroup,267,17.0,13926.9,1946.3,6182.0,Engineering & Construction,Atlanta,GA,no,no,no,yes,284.0,Ryan R. Marshall,https://www.pultegroupinc.com,PHM,10115.7
Fidelity National Information Services,268,-27.0,13877.0,417.0,65000.0,Business Services,Jacksonville,FL,no,no,no,yes,241.0,Gary A. Norcross,https://www.fisglobal.com,FIS,61215.1
IQVIA Holdings,269,6.0,13874.0,966.0,79000.0,Health Care,Durham,NC,no,no,no,yes,275.0,Ari Bousbib,https://www.iqvia.com,IQV,44140.8
Marriott International,270,23.0,13857.0,1099.0,120000.0,"Hotels, Restaurants & Leisure",Bethesda,MD,no,no,no,yes,293.0,Anthony G. Capuano,https://www.marriott.com,MAR,57514.9
Berry Global Group,271,-10.0,13850.0,733.0,47000.0,Materials,Evansville,IN,no,no,no,yes,261.0,Thomas E. Salmon,https://www.berryglobal.com,BERY,7832.4
Ball,272,-12.0,13811.0,878.0,24300.0,Materials,Westminster,CO,no,no,no,yes,260.0,Daniel W. Fisher,https://www.ball.com,BLL,28909.1
Group 1 Automotive,273,13.0,13801.7,552.1,13711.0,Retailing,Houston,TX,no,no,no,yes,286.0,Earl J. Hesterberg,https://www.group1auto.com,GPI,2859.9
Leidos Holdings,274,-26.0,13737.0,753.0,43000.0,Technology,Reston,VA,no,no,no,yes,248.0,Roger A. Krone,https://www.leidos.com,LDOS,14727.7
Wayfair,275,-58.0,13708.0,-131.0,16681.0,Retailing,Boston,MA,no,yes,no,no,217.0,Niraj S. Shah,https://www.wayfair.com,W,11641.6
Consolidated Edison,276,-27.0,13676.0,1346.0,13871.0,Energy,New York,NY,no,no,no,yes,249.0,Timothy P. Cawley,https://www.conedison.com,ED,33525.3
Ameriprise Financial,277,-24.0,13443.0,2760.0,12000.0,Financials,Minneapolis,MN,no,no,no,yes,253.0,James M. Cracchiolo,https://www.ameriprise.com,AMP,33213
Xcel Energy,278,-6.0,13431.0,1597.0,11321.0,Energy,Minneapolis,MN,no,no,no,yes,272.0,Robert C. Frenzel,https://www.xcelenergy.com,XEL,39275.9
O'Reilly Automotive,279,-11.0,13327.6,2164.7,76158.0,Retailing,Springfield,MO,no,no,no,yes,268.0,Gregory D. Johnson,https://www.oreillyauto.com,ORLY,45410.4
Global Partners,280,81.0,13248.3,60.8,2960.0,Wholesalers,Waltham,MA,no,no,no,yes,361.0,Eric Slifka,https://www.globalp.com,GLP,927.1
Discover Financial Services,281,-48.0,13221.0,5449.0,16700.0,Financials,Riverwoods,IL,no,no,no,yes,233.0,Roger C. Hochschild,https://www.discover.com,DFS,31076.7
Rocket Companies,282,-88.0,13175.6,308.2,26000.0,Financials,Detroit,MI,no,no,no,yes,194.0,Jay D. Farner,https://www.rocketcompanies.com,RKT,21905.9
LKQ,283,-17.0,13088.5,1090.9,46000.0,Wholesalers,Chicago,IL,no,no,no,yes,266.0,Dominick P. Zarcone,https://www.lkqcorp.com,LKQ,12941.4
W.W. Grainger,284,-26.0,13022.0,1043.0,23450.0,Wholesalers,Lake Forest,IL,no,no,no,yes,258.0,D.G. Macpherson,https://www.grainger.com,GWW,26358
Quanta Services,285,-7.0,12980.2,486.0,43700.0,Engineering & Construction,Houston,TX,no,no,no,yes,278.0,Earl C. Austin Jr.,https://www.quantaservices.com,PWR,18779.5
Crown Holdings,286,-17.0,12979.0,-560.0,26000.0,Materials,Yardley,PA,no,no,no,no,269.0,Timothy J. Donahue,https://www.crowncork.com,CCK,15460.6
Fox,287,-40.0,12909.0,2150.0,9000.0,Media,New York,NY,no,no,no,yes,247.0,Lachlan K. Murdoch,https://www.foxcorporation.com,FOXA,21423.2
Sempra,288,-33.0,12857.0,1317.0,15390.0,Energy,San Diego,CA,no,no,no,yes,255.0,Jeffrey W. Martin,https://www.sempra.com,SRE,53087.6
Markel,289,22.0,12846.4,2425.0,20300.0,Financials,Glen Allen,VA,no,no,no,yes,311.0,Thomas S. Gayner/Richard R. Whitt III,https://www.markel.com,MKL,20037.5
Carvana,290,193.0,12814.0,-135.0,21000.0,Retailing,Tempe,AZ,no,yes,no,no,483.0,Ernest C. Garcia III,https://www.carvana.com,CVNA,19549.5
XPO Logistics,291,-101.0,12806.0,336.0,44700.0,Transportation,Greenwich,CT,no,no,no,yes,190.0,Brad Jacobs,https://www.xpo.com,XPO,8356.9
Baxter International,292,-28.0,12784.0,1284.0,60000.0,Health Care,Deerfield,IL,no,no,no,yes,264.0,José E. Almeida,https://www.baxter.com,BAX,39017.9
Ecolab,293,-56.0,12733.1,1129.9,47000.0,Chemicals,St. Paul,MN,no,no,no,yes,237.0,Christophe Beck,https://www.ecolab.com,ECL,50548.4
Tractor Supply,294,-3.0,12731.1,997.1,34000.0,Retailing,Brentwood,TN,no,no,no,yes,291.0,Harry A. Lawton III,https://www.tractorsupply.com,TSCO,26171.6
Andersons,295,71.0,12728.8,104.0,2334.0,"Food, Beverages & Tobacco",Maumee,OH,no,no,no,yes,366.0,Patrick Bowe,https://andersonsinc.com,ANDE,1151
Keurig Dr Pepper,296,-29.0,12683.0,2146.0,27500.0,"Food, Beverages & Tobacco",Burlington,MA,no,no,no,yes,267.0,Ozan Dokmecioglu,https://www.keurigdrpepper.com,KDP,53748.2
Universal Health Services,297,-27.0,12642.1,991.6,78850.0,Health Care,King of Prussia,PA,no,no,no,yes,270.0,Marc D. Miller,https://www.uhsinc.com,UHS,10843.1
CSX,298,-6.0,12522.0,3781.0,20919.0,Transportation,Jacksonville,FL,no,no,no,yes,292.0,Joseph R. Hinrichs,https://www.csx.com,CSX,81587.8
Henry Schein,299,-1.0,12401.0,631.2,21600.0,Health Care,Melville,NY,no,no,no,yes,298.0,Stanley Bergman,https://www.henryschein.com,HSIC,8952
Sonic Automotive,300,8.0,12396.4,348.9,10200.0,Retailing,Charlotte,NC,no,no,no,yes,308.0,David Bruton Smith,https://www.sonicautomotive.com,SAH,1728.8
eBay,301,-25.0,12394.0,13608.0,10800.0,Technology,San Jose,CA,no,no,no,yes,276.0,Jamie Iannone,https://www.ebay.com,EBAY,33641.9
Textron,302,-37.0,12382.0,746.0,33000.0,Aerospace & Defense,Providence,RI,no,no,no,yes,265.0,Scott C. Donnelly,https://www.textron.com,TXT,16090.6
Jones Financial (Edward Jones),303,-8.0,12373.0,1605.0,50000.0,Financials,Des Peres,MO,no,no,yes,yes,295.0,Penny Pennington,https://www.edwardjones.com,,-
Community Health Systems,304,-45.0,12368.0,230.0,58500.0,Health Care,Franklin,TN,no,no,no,yes,259.0,Tim L. Hingtgen,https://www.chs.net,CYH,1598.6
Mosaic,305,41.0,12357.4,1630.6,12525.0,Chemicals,Tampa,FL,no,no,no,yes,346.0,James C. O&#039;Rourke,https://www.mosaicco.com,MOS,24492.6
Thor Industries,306,62.0,12317.4,659.9,31000.0,Motor Vehicles & Parts,Elkhart,IN,no,no,no,yes,368.0,Robert Martin,https://www.thorindustries.com,THO,4273
Dick's Sporting Goods,307,13.0,12293.4,1519.9,34300.0,Retailing,Coraopolis,PA,no,no,yes,yes,320.0,Lauren R. Hobart,https://www.dickssportinggoods.com,DKS,7986.6
Newmont,308,-35.0,12222.0,1166.0,14400.0,Energy,Denver,CO,no,no,no,yes,273.0,Thomas R. Palmer,https://www.newmont.com,NEM,62968.1
Devon Energy,309,0.0,12206.0,2813.0,1600.0,Energy,Oklahoma City,OK,yes,no,no,yes, ,Richard E. Muncrief,https://www.devonenergy.com,DVN,39274.1
Warner Bros. Discovery,310,-20.0,12191.0,1006.0,11000.0,Media,New York,NY,no,no,no,yes,290.0,David M. Zaslav,https://https://wbd.com,WBD,12700.5
J.B. Hunt Transport Services,311,4.0,12168.3,760.8,33045.0,Transportation,Lowell,AR,no,no,no,yes,315.0,John N. Roberts III,https://www.jbhunt.com,JBHT,21052.9
Alcoa,312,18.0,12152.0,429.0,12200.0,Materials,Pittsburgh,PA,no,no,no,yes,330.0,Roy C. Harvey,https://www.alcoa.com,AA,16603.4
Peter Kiewit Sons',313,-70.0,12149.0,753.0,28800.0,Engineering & Construction,Omaha,NE,no,no,no,yes,243.0,Rick Lanoha,https://www.kiewit.com,,
Aramark,314,-79.0,12096.0,-90.8,248300.0,Business Services,Philadelphia,PA,no,no,no,no,235.0,John J. Zillmer,https://www.aramark.com,ARMK,9655.5
Vistra,315,-41.0,12077.0,-1274.0,5060.0,Energy,Irving,TX,no,no,no,no,274.0,James A. Burke,https://www.vistracorp.com,VST,10434.7
State Street,316,-64.0,12030.0,2693.0,38784.0,Financials,Boston,MA,no,no,no,yes,252.0,Ronald P. O&#039;Hanley,https://www.statestreet.com,STT,31891.8
Unum Group,317,-87.0,12013.8,824.2,10200.0,Financials,Chattanooga,TN,no,no,no,yes,230.0,Richard P. McKenney,https://www.unum.com,UNM,6382.8
Alleghany,318,21.0,12004.1,1034.9,13313.0,Financials,New York,NY,no,no,no,yes,339.0,Joseph P. Brandon,https://www.alleghany.com,Y,11396.1
Boston Scientific,319,-14.0,11888.0,1041.0,41000.0,Health Care,Marlborough,MA,no,no,no,yes,305.0,Michael F. Mahoney,https://www.bostonscientific.com,BSX,63310.2
Westlake,320,68.0,11778.0,2015.0,14550.0,Chemicals,Houston,TX,no,no,no,yes,388.0,Albert Yuan Chao,https://www.westlake.com,WLK,15785.4
Entergy,321,-21.0,11742.9,1118.5,12369.0,Energy,New Orleans,LA,no,no,no,yes,300.0,Andrew S. Marsh,https://www.entergy.com,ETR,23760.4
International Flavors & Fragrances,322,0.0,11656.0,270.0,24000.0,Chemicals,New York,NY,yes,no,no,yes, ,Franklin K. Clyburn Jr.,https://www.iff.com,IFF,33455.6
DaVita,323,-52.0,11618.8,978.5,69000.0,Health Care,Denver,CO,no,no,no,yes,271.0,Javier J. Rodriguez,https://www.davita.com,DVA,10892.5
Mutual of Omaha Insurance,324,-42.0,11459.3,579.0,5739.0,Financials,Omaha,NE,no,no,no,yes,282.0,James T. Blackledge,https://www.mutualofomaha.com,,
Assurant,325,-23.0,11410.0,1372.4,15600.0,Financials,New York,NY,no,no,no,yes,302.0,Keith W. Demmings,https://www.assurant.com,AIZ,10493.1
Liberty Media,326,0.0,11400.0,398.0,6886.0,Media,Englewood,CO,no,no,no,yes,326.0,Gregory B. Maffei,https://www.libertymedia.com,LSXMA,15239.1
Hormel Foods,327,-10.0,11386.2,908.8,20000.0,"Food, Beverages & Tobacco",Austin,MN,no,no,no,yes,317.0,James P. Snee,https://www.hormelfoods.com,HRL,28089.2
Icahn Enterprises,328,125.0,11328.0,-518.0,19536.0,Financials,Sunny Isles Beach,FL,no,no,no,no,453.0,David Willetts,https://www.ielp.com,IEP,15237.1
